obligor_id,rating,sector,region,ead,maturity,secured,pd,lgd,expected_loss,capital_rate,irb_capital,rwa
OBL00308,A,technology,north,12982334.429218305,3.590847820279454,1,0.0017,0.35,7724.488985384891,0.03093905763228149,401661.1931071374,5020764.913839217
OBL00309,B,consumer,south,3254159.374841974,1.7399976708880787,1,0.04725,0.35,53815.66066144915,0.08584104003342188,279340.425170945,3491755.3146368125
OBL00310,B,technology,east,22458724.554973185,4.367970113979299,1,0.03825,0.35,300666.1749797035,0.09983428531848815,2242150.7151105287,28026883.93888161
OBL00311,A,financials,north,492866.97247194266,1.714690375826882,0,0.0018000000000000002,0.55,487.93830274722336,0.03363899715442742,16579.550684494938,207244.38355618672
OBL00312,CCC,consumer,south,7092040.443141424,3.0965566269588694,1,0.126,0.35,312758.9835425368,0.13460687457160214,954637.3983866674,11932967.479833342
OBL00313,B,consumer,south,2320584.3757469896,4.254006101415536,0,0.04725,0.55,60306.1864647249,0.16441001957147267,381527.3226338162,4769091.532922703
OBL00314,CCC,energy,west,17785003.83222396,1.726430922987452,1,0.144,0.39999999999999997,1024416.2207360999,0.14952981737195623,2659388.37499199,33242354.687399875
OBL00315,BBB,healthcare,east,1006065.0235950323,1.3174085984180204,0,0.004,0.55,2213.343051909071,0.048471122725913994,48765.101228924366,609563.7653615546
OBL00316,B,financials,west,6166470.699886643,3.1218156437791813,0,0.0405,0.55,137358.134839975,0.14436491112532043,890221.9945460277,11127774.931825347
OBL00317,BB,consumer,west,442728.65944240434,2.087222567353095,1,0.01575,0.35,2440.541735176254,0.06338888216385616,28064.074823956573,350800.93529945717
OBL00318,A,energy,south,3877009.2195959226,2.9196814979829386,0,0.0024,0.6000000000000001,5582.893276218129,0.05601187038645956,217158.53789511553,2714481.7236889442
OBL00319,B,real_estate,north,483817.4353134811,2.8750575946608037,1,0.056249999999999994,0.3,8164.419220914992,0.08558592376737695,41407.96213606742,517599.5267008428
OBL00320,A,financials,east,2197695.705011718,2.4649769206489047,1,0.0018000000000000002,0.35,1384.5482941573823,0.025583863007500585,56225.54584919221,702819.3231149026
OBL00321,CCC,consumer,east,7083641.689530816,4.357120680093024,1,0.126,0.35,312388.598508309,0.14345529049430786,1016185.8763292329,12702323.454115411
OBL00322,B,industrials,west,1711050.56779842,1.5288773176486408,1,0.045,0.35,26949.046442825118,0.08281425335688257,141699.37522809615,1771242.190351202
OBL00323,B,healthcare,south,2188524.849030305,4.913111080227376,1,0.036,0.35,27575.413097781842,0.10252293331632961,224373.9871582643,2804674.8394783037
OBL00324,BB,technology,north,604648.8950547879,4.877253879746254,1,0.01275,0.35,2698.2456941819905,0.0813790937631987,49205.779124478075,615072.2390559759
OBL00325,CCC,real_estate,south,4723766.863209772,4.798334095415964,0,0.15,0.5,354282.5147407329,0.21931307877621867,1035983.8541916161,12949798.1773952
OBL00326,BBB,healthcare,north,20349825.079540655,1.8052329817628694,1,0.004,0.35,28489.755111356917,0.03421917159470836,696354.1563191013,8704426.953988766
OBL00327,B,industrials,north,363243.87278895255,2.181976094793188,1,0.045,0.35,5721.090996426003,0.08770803467365261,31859.406189565307,398242.5773695663
OBL00328,BBB,financials,north,1214878.8788298736,4.669663524153236,1,0.0045000000000000005,0.35,1913.434234157051,0.05664748619372321,68819.83451556119,860247.9314445149
OBL00329,A,financials,east,3823544.170882757,4.57107744928918,0,0.0018000000000000002,0.55,3785.3087291739303,0.05862937218898893,224171.99427572422,2802149.9284465527
OBL00330,BB,healthcare,north,165378.4082562586,1.8628746202362416,0,0.012,0.55,1091.497494491307,0.0881690846543651,14581.262877550218,182265.78596937773
OBL00331,BB,healthcare,south,12856338.352254553,4.695479171085084,0,0.012,0.55,84851.83312488005,0.12362156417465839,1589320.656664358,19866508.208304476
OBL00332,CCC,financials,west,913474.2828896996,2.8388882244904634,0,0.108,0.55,54260.37240364816,0.19799026265033803,180859.0131936608,2260737.66492076
OBL00333,BB,real_estate,south,12256148.110969305,2.3755732576942137,0,0.01875,0.5,114901.38854033723,0.09883422163096146,1211326.8587414299,15141585.734267874
OBL00334,B,technology,south,6807733.282453439,2.111572002048156,0,0.03825,0.55,143217.68892961423,0.13002798137160032,885195.8164336793,11064947.705420991
OBL00335,B,energy,north,1621692.2237579578,2.5893599318438087,0,0.054,0.6000000000000001,52542.82804975784,0.1652070444134595,267914.9792353428,3348937.240441785
OBL00336,BBB,consumer,south,3775933.9231363856,4.891993587735149,0,0.00525,0.55,10903.009203056316,0.09702427856114597,366357.2647868654,4579465.809835818
OBL00337,CCC,industrials,east,6954272.204124161,3.0389899478883486,1,0.12,0.35,292079.43257321476,0.1320739207482516,918477.9959492635,11480974.949365793
OBL00338,BB,consumer,north,1302179.166164283,4.80414669367595,1,0.01575,0.35,7178.2626534806095,0.08506627327147126,110771.52879734748,1384644.1099668434
OBL00339,BB,real_estate,south,1006612.2028451809,4.212260021659624,1,0.01875,0.3,5662.193641004143,0.07179878239565562,72273.5305088927,903419.1313611587
OBL00340,BBB,real_estate,south,9706811.787886376,1.0295649953484993,1,0.00625,0.3,18200.272102286952,0.03148312732028657,305600.79139208526,3820009.8924010657
OBL00341,BBB,healthcare,west,559496.4136283797,2.769409340768971,0,0.004,0.55,1230.8921099824354,0.06425201985529573,35948.77467741741,449359.6834677176
OBL00342,A,technology,south,1315828.127429769,1.7786592408882411,1,0.0017,0.35,782.9177358207124,0.021031946769425717,27674.427133816018,345930.33917270025
OBL00343,CCC,energy,north,5161636.3491097065,2.3576294687110373,0,0.144,0.6000000000000001,445965.3805630787,0.23173202482504449,1196116.4425897426,14951455.532371782
OBL00344,B,consumer,north,6760255.291866466,4.433167586450153,0,0.04725,0.55,175682.13439737982,0.16651355340414276,1125674.1305678454,14070926.632098068
OBL00345,BB,consumer,south,4866735.2916323505,1.064800770344899,1,0.01575,0.35,26827.878295123333,0.05523133482715751,268796.2864072904,3359953.5800911295
OBL00346,BB,financials,south,1271552.0839787573,1.6038198971351054,1,0.0135,0.35,6008.083596799628,0.05642232062188086,71743.91936967021,896798.9921208776
OBL00347,BB,financials,north,1679277.4048581838,3.8769292377711757,0,0.0135,0.55,12468.634731072016,0.11717909478744888,196776.20619829829,2459702.5774787287
OBL00348,BB,healthcare,east,6036215.058153561,1.2804187630232167,1,0.012,0.35,25352.103244244958,0.05146854948958567,310675.23345035885,3883440.4181294856
OBL00349,BBB,technology,north,3112681.2087356807,3.502866936939111,0,0.00425,0.55,7275.892325419654,0.07416608202977164,230855.36985961924,2885692.1232452407
OBL00350,BBB,real_estate,north,2336373.312423126,1.8295829381220123,0,0.00625,0.5,7301.166601322268,0.06105788040201114,142654.00228438183,1783175.028554773
OBL00351,B,consumer,north,1361229.3821104807,4.603596060170547,1,0.04725,0.35,22511.330906652074,0.10723653373215203,145973.52055188702,1824669.0068985878
OBL00352,BBB,financials,south,3504047.5714731645,2.670494602770667,0,0.0045000000000000005,0.55,8672.517739396084,0.06674200055593213,233867.14496327456,2923339.312040932
OBL00353,A,industrials,south,2927198.790860436,1.3528927077550978,1,0.002,0.35,2049.0391536023053,0.020712759829668675,60630.36552878875,757879.5691098594
OBL00354,B,financials,south,6089977.758734927,1.5139555043311428,1,0.0405,0.35,86325.43473006759,0.07973892102447978,485608.2555446027,6070103.194307534
OBL00355,A,energy,north,1677910.9498651444,1.1635123657582396,1,0.0024,0.39999999999999997,1610.7945118705384,0.025153623008711254,42205.539475096455,527569.2434387057
OBL00356,CCC,consumer,east,3936035.6731286687,4.573735924978734,0,0.126,0.55,272767.2721478167,0.227819116974177,896704.1714310338,11208802.142887922
OBL00357,B,consumer,south,2614397.012939046,1.4877854097574188,0,0.04725,0.55,67941.64237375346,0.13193184038909694,344922.20942480606,4311527.617810076
OBL00358,CCC,healthcare,east,4396512.346721651,3.9447671211860365,0,0.096,0.55,232135.8519069032,0.20233172165333427,889553.9123823325,11119423.904779157
OBL00359,A,financials,south,1294897.8785217218,2.2894114023399648,0,0.0018000000000000002,0.55,1281.948899736505,0.03866720013372496,50070.075421535286,625875.9427691911
OBL00360,CCC,healthcare,east,889442.0335900534,2.4524940249692677,1,0.096,0.35,29885.252328625793,0.11799250208691436,104947.49100456374,1311843.6375570467
OBL00361,BBB,healthcare,south,1701385.249492804,1.8799445860422996,0,0.004,0.55,3743.047548884169,0.054584978107213966,92870.07659550148,1160875.9574437684
OBL00362,B,industrials,north,1758235.5388978173,2.809528166039225,1,0.045,0.35,27692.209737640624,0.09241039013509071,162479.23209892874,2030990.4012366093
OBL00363,BB,energy,north,1092120.9059752773,3.7374939303979033,1,0.018,0.39999999999999997,7863.270523021995,0.09050835706957766,98846.06892116104,1235575.8615145131
OBL00364,A,energy,north,3880841.1156726787,4.065150436807168,0,0.0024,0.6000000000000001,5588.411206568658,0.0679360162821061,263648.8852226059,3295611.065282574
OBL00365,BBB,technology,east,6125475.391390166,4.671351840428571,0,0.00425,0.55,14318.298727374515,0.08703276770942443,533117.076848656,6663963.460608201
OBL00366,B,industrials,south,1277706.6814592045,3.327584339600411,0,0.045,0.55,31623.240366115315,0.15131643061479091,193338.01441107647,2416725.1801384557
OBL00367,BBB,healthcare,north,1557635.3583543974,3.9725353210435923,0,0.004,0.55,3426.7977883796743,0.07732805127498994,120448.90685856617,1505611.3357320772
OBL00368,BB,industrials,south,846176.4360040519,2.0682819925848426,1,0.015,0.35,4442.426289021272,0.06225580442350523,52679.39470764695,658492.4338455868
OBL00369,CCC,consumer,south,200149.09522598083,4.385539142152152,1,0.126,0.35,8826.575099465754,0.14365477133112656,28752.37250682015,359404.6563352519
OBL00370,B,real_estate,west,2566164.077510134,2.134382952162875,0,0.056249999999999994,0.5,72173.36467997251,0.13480899826749942,345942.0086791829,4324275.108489786
OBL00371,CCC,consumer,east,340875.8615367903,1.7565936468437244,1,0.126,0.35,15032.625493772453,0.1252011250266996,42678.04135885163,533475.5169856454
OBL00372,CCC,technology,east,1260319.4351241214,4.178934535602607,0,0.102,0.55,70703.92031046322,0.20912280910420408,263561.54064177995,3294519.258022249
OBL00373,BBB,industrials,north,1264803.2361050532,1.9138943702896825,1,0.005,0.35,2213.405663183843,0.039072224489830505,49418.675976560735,617733.4497070091
OBL00374,BB,real_estate,north,341000.793370759,4.190898145884772,1,0.01875,0.3,1918.1294627105192,0.07165341952992975,24433.87290743388,305423.41134292353
OBL00375,BB,consumer,south,561027.722616656,3.0557596964522,1,0.01575,0.35,3092.6653209243163,0.07111650250713883,39898.3294420418,498729.1180255225
OBL00376,BB,financials,west,2338034.3955495073,4.878074125374948,0,0.0135,0.55,17359.90538695509,0.1297381453217159,303332.24617697217,3791653.077212152
OBL00377,B,technology,west,880160.6406275809,4.13271559569896,1,0.03825,0.35,11783.150576401738,0.09805254610937726,86301.9917987949,1078774.8974849363
OBL00378,BB,financials,north,289747.1076124236,1.0411049287419765,1,0.0135,0.35,1369.0550834687015,0.05193017634299243,15046.618393185161,188082.72991481452
OBL00379,BB,financials,west,7143500.765372808,3.7271442512633373,1,0.0135,0.35,33753.04111638652,0.07337278379661887,524138.5372086804,6551731.715108505
OBL00380,A,consumer,east,437743.90639449155,2.447785531043923,0,0.0021000000000000003,0.55,505.59421188563783,0.04359183320467694,19082.05935391239,238525.7419239049
OBL00381,B,consumer,east,1636795.1788145802,3.7799390460173177,1,0.04725,0.35,27068.50026964612,0.10108254631471741,165451.42447023097,2068142.8058778872
OBL00382,CCC,energy,west,4559370.586947932,1.731030627109917,1,0.144,0.39999999999999997,262619.74580820085,0.14956594902871292,681926.5888104673,8524082.36013084
OBL00383,B,technology,west,2740487.9590549823,4.602406334610971,1,0.03825,0.35,36688.28255184857,0.10160982701430148,278460.50745435286,3480756.343179411
OBL00384,BB,energy,south,5862051.892025074,4.946760903544223,1,0.018,0.39999999999999997,42206.77362258053,0.10149708620362485,594981.1862149911,7437264.827687389
OBL00385,BB,technology,east,349159.47857361747,2.6862252606404264,0,0.01275,0.55,2448.4808434974925,0.10041798903571442,35061.892691121284,438273.65863901604
OBL00386,BB,technology,west,2909449.6485719746,4.000529972395137,1,0.01275,0.35,12983.419056752435,0.07438590658707013,216422.04977845892,2705275.6222307365
OBL00387,BB,energy,west,4742221.215951098,1.507430168911419,1,0.018,0.39999999999999997,34143.9927548479,0.0702435460966377,333110.4345831142,4163880.432288928
OBL00388,BB,healthcare,west,3498815.31097201,1.5322035669404497,1,0.012,0.35,14695.02430608244,0.05347392421255294,187095.3847726371,2338692.309657964
OBL00389,BB,energy,west,942808.3764921987,2.0144727155259408,0,0.018,0.6000000000000001,10182.330466115745,0.11227663814387993,105855.3549264335,1323191.9365804188
OBL00390,B,industrials,east,30516953.579755854,1.3518578166719815,0,0.045,0.55,755294.6010989575,0.12805228201900964,3907765.5461559226,48847069.32694903
OBL00391,BB,technology,south,16209628.362341251,2.338926103451789,1,0.01275,0.35,72335.46656694783,0.061132125355977715,990929.0330204571,12386612.912755715
OBL00392,BB,consumer,north,625522.5516726255,2.063164970013688,0,0.01575,0.55,5418.589103864118,0.0993094692474392,62120.3126089123,776503.9076114038
OBL00393,BB,energy,north,2469205.0862399032,2.9735715922930996,1,0.018,0.39999999999999997,17778.2766209273,0.08356651888223307,206342.87346337282,2579285.91829216
OBL00394,BB,financials,south,823476.677183975,4.062439549944287,1,0.0135,0.35,3890.927299694282,0.07604944061633853,62624.94066044248,782811.758255531
OBL00395,B,technology,south,3841649.444142903,1.6243724367285437,1,0.03825,0.35,51430.08193346311,0.07905519214180357,303702.33494817006,3796279.186852126
OBL00396,CCC,technology,east,3323689.32941218,1.568776731143747,1,0.102,0.35,118655.70906001481,0.11433739720603725,380021.987046468,4750274.83808085
OBL00397,BBB,consumer,east,637251.8127506304,1.7965974654243642,1,0.00525,0.35,1170.9502059292834,0.039141148004904876,24942.767519266352,311784.5939908294
OBL00398,A,industrials,west,1033912.8975537712,2.516748329475558,0,0.002,0.55,1137.3041873091483,0.04307046419695584,44531.10843686057,556638.8554607572
OBL00399,BBB,real_estate,east,1297768.4246897132,2.2077051637140865,0,0.00625,0.5,4055.526327155354,0.06511598689653002,84505.47173682577,1056318.3967103222
OBL00400,CCC,technology,east,25491474.32279131,3.7254808148088867,0,0.102,0.55,1430071.7095085925,0.20400660441673005,5200429.1181689175,65005363.977111466
OBL00401,BBB,healthcare,west,2771033.882847701,4.900557398561111,0,0.004,0.55,6096.274542264943,0.08741414869349895,242227.5678699727,3027844.5983746587
OBL00402,BBB,healthcare,south,6969151.103050018,3.722423975249925,0,0.004,0.55,15332.13242671004,0.0746097459024524,519966.5929543577,6499582.411929471
OBL00403,BB,industrials,west,3937972.393903115,2.5502206004813517,1,0.015,0.35,20674.35506799135,0.0661032922357186,260312.93997036997,3253911.7496296247
OBL00404,BB,healthcare,north,6952785.528396816,4.391794517619999,0,0.012,0.55,45888.38448741899,0.11982068983292513,833087.5582728853,10413594.478411065
OBL00405,BB,healthcare,west,4614606.10993087,4.929175266565946,0,0.012,0.55,30456.400325543746,0.12654647158417484,583962.1209625264,7299526.51203158
OBL00406,B,industrials,north,1296131.9367055842,2.6666714429835956,1,0.045,0.35,20414.07800311295,0.09133994017142481,118388.61355296103,1479857.669412013
OBL00407,BB,industrials,west,5987988.703873776,4.370091255530938,0,0.015,0.55,49400.90680695865,0.1267073795661371,758722.3575394758,9484029.469243446
OBL00408,BB,financials,south,2060066.3821024306,1.743989393138559,1,0.0135,0.35,9733.813655433985,0.05754129138845674,118538.87997211982,1481735.9996514977
OBL00409,A,healthcare,east,1399578.2285864952,4.35753553163825,1,0.0016,0.35,783.7638080084372,0.03410244228061718,47729.03575757939,596612.9469697424
OBL00410,BB,consumer,west,1633632.8896613768,3.503059596586626,0,0.01575,0.55,14151.344906691676,0.11736269691803698,191727.56170466513,2396594.521308314
OBL00411,BBB,consumer,west,1535343.2117418898,3.459807208853834,1,0.00525,0.35,2821.1931515757224,0.051285364059600186,78740.63557061863,984257.9446327329
OBL00412,BBB,consumer,south,2599750.488793683,1.8145990098277864,0,0.00525,0.55,7506.779536391759,0.06171406909072276,160441.1812840536,2005514.76605067
OBL00413,BBB,real_estate,east,263445.8691594641,2.3569347468080677,1,0.00625,0.3,493.96100467399515,0.04003053465756986,10545.87899578154,131823.48744726926
OBL00414,BB,energy,south,5072697.344584829,2.7139876383274006,1,0.018,0.39999999999999997,36523.42088101077,0.08120765370107931,411941.8492894294,5149273.116117867
OBL00415,A,healthcare,east,2083983.955521089,3.978082286412481,1,0.0016,0.35,1167.0310150918096,0.03206839017706307,66830.01060838952,835375.1326048691
OBL00416,B,technology,west,646351.3069612047,2.1154832949496454,1,0.03825,0.35,8653.028121943127,0.08277470188176064,53501.53674460008,668769.209307501
OBL00417,CCC,technology,north,6052926.481177305,3.3314485440902724,1,0.102,0.35,216089.47537802975,0.12699325994618635,768680.8660593046,9608510.825741308
OBL00418,BB,technology,south,2016325.6840739741,4.609319169070089,0,0.01275,0.55,14139.483859568745,0.12452300593975628,251078.93513442663,3138486.6891803327
OBL00419,BB,technology,east,8940357.64384609,3.8237906718840873,1,0.01275,0.35,39896.345985663174,0.07297614577241858,652432.842674869,8155410.5334358625
OBL00420,BB,consumer,west,2658036.56700278,2.327383729016249,1,0.01575,0.35,14652.426575602824,0.06530504440769377,173583.19604539045,2169789.9505673805
OBL00421,CCC,financials,south,2997977.5694455407,1.7174466481058381,1,0.108,0.35,113323.55212504143,0.11798233895709635,353708.40578409564,4421355.072301196
OBL00422,BB,consumer,west,2761072.5177292963,4.994745708707864,1,0.01575,0.35,15220.412253982746,0.08658699641332981,239072.9761895701,2988412.202369626
OBL00423,BBB,consumer,south,5587708.510057011,3.6824590180950167,1,0.00525,0.35,10267.414387229757,0.05291109508184536,295651.776265263,3695647.203315787
OBL00424,BB,technology,south,395340.44779090193,2.7915095530564917,1,0.01275,0.35,1764.2067482668997,0.06474215668895025,25595.19321635833,319939.9152044791
OBL00425,B,industrials,south,3743399.1897948375,3.272455910510913,0,0.045,0.55,92649.12994742223,0.15066729423315792,564007.8271609837,7050097.839512296
OBL00426,B,consumer,east,4994187.5830304315,1.086786634995792,1,0.04725,0.35,82591.37715436576,0.08096054678594651,404332.15747372835,5054151.9684216045
OBL00427,B,industrials,south,3032519.799776448,1.7846755223245196,0,0.045,0.55,75054.8650444671,0.13314870366559522,403776.08018048445,5047201.002256055
OBL00428,BB,technology,south,188922.24615553202,2.914796772808735,1,0.01275,0.35,843.0655234690615,0.0657255570467172,12417.01986708937,155212.74833861712
OBL00429,B,industrials,south,1747957.1466036602,2.2512308062149002,1,0.045,0.35,27530.32505900765,0.08822697212188316,154216.96644364757,1927712.0805455947
OBL00430,BBB,real_estate,west,25337628.63660974,1.5053515271535551,1,0.00625,0.3,47508.05369364326,0.034546886524125096,875336.1812993792,10941702.26624224
OBL00431,BBB,consumer,north,1722014.5643799896,4.908020650745046,1,0.00525,0.35,3164.2017620482306,0.06185974711689054,106523.38548414857,1331542.3185518573
OBL00432,BB,real_estate,east,3644005.233312798,4.693142479577684,0,0.01875,0.5,34162.54906230748,0.12511846957199127,455932.3579044243,5699154.473805304
OBL00433,B,technology,north,1496887.621895971,1.52604602487484,1,0.03825,0.35,20039.58303813231,0.07831050071325399,117222.01918214551,1465275.2397768188
OBL00434,CCC,consumer,north,867367.6384870559,4.6441523207926165,1,0.126,0.35,38250.91285727917,0.14547008326391916,126176.04259114095,1577200.532389262
OBL00435,BB,real_estate,south,483308.85685123276,1.7843979433367179,0,0.01875,0.5,4531.020532980307,0.09212952500638319,44527.015413082125,556587.6926635265
OBL00436,B,real_estate,south,1137035.7031149983,2.8442460844638986,1,0.056249999999999994,0.3,19187.477490065594,0.08539038545715552,97091.91696753756,1213648.9620942194
OBL00437,BB,financials,west,5172399.002061457,4.677382269871076,1,0.0135,0.35,24439.585284740388,0.08095851817127096,418749.75859745627,5234371.982468204
OBL00438,A,real_estate,west,3341243.8446856313,1.4982930542523714,1,0.0025,0.3,2505.9328835142237,0.02111026245433112,70534.53448523204,881681.6810654005
OBL00439,BBB,energy,north,1614177.258391199,3.0977245913631206,1,0.006,0.39999999999999997,3874.025420138877,0.058757948574378466,94845.7443384813,1185571.8042310162
OBL00440,B,technology,south,3001266.793180041,4.317239452940678,1,0.03825,0.35,40179.459193697796,0.0994500682223093,298476.18733510654,3730952.341688832
OBL00441,CCC,real_estate,south,2915247.5690336544,2.8630094337790766,1,0.15,0.3,131186.14060651444,0.12027338300889004,350626.6874361203,4382833.592951504
OBL00442,A,financials,east,146061.7531375158,2.050985156186963,1,0.0018000000000000002,0.35,92.01890447663496,0.02327895938041352,3400.165618320217,42502.07022900271
OBL00443,B,real_estate,north,2311871.420463805,2.964833367825636,1,0.056249999999999994,0.3,39012.83022032671,0.08615566549283242,199180.82076391892,2489760.2595489863
OBL00444,BB,technology,east,3167703.3336106497,3.932376305626478,0,0.01275,0.55,22213.519626944682,0.1160378669172406,367573.53785881196,4594669.22323515
OBL00445,A,technology,east,905326.6409674408,1.3796666827103676,0,0.0017,0.55,846.4804093045572,0.029622499935786167,26818.038363923522,335225.47954904404
OBL00446,BB,real_estate,north,20670974.648542505,3.925238548225131,0,0.01875,0.5,193790.38733008597,0.11640944067396386,2406296.5970225194,30078707.462781493
OBL00447,CCC,consumer,north,982027.8682033235,3.6014789429130807,1,0.126,0.35,43307.428987766565,0.13815113132643378,135668.26098637513,1695853.262329689
OBL00448,BBB,real_estate,west,1263578.1775756336,4.97390894315384,0,0.00625,0.5,3948.6818049238555,0.09480360841872386,119791.7707533251,1497397.1344165637
OBL00449,BB,industrials,south,5294984.530937777,1.3862215498550667,0,0.015,0.55,43683.62238023666,0.08927391411909481,472703.99427687464,5908799.928460933
OBL00450,BB,financials,south,5956633.412204038,3.975757449160993,1,0.0135,0.35,28145.09287266408,0.07535745884050694,448876.75718815427,5610959.464851928
OBL00451,BB,financials,south,2781115.5771045447,4.4829911047004405,1,0.0135,0.35,13140.771101818975,0.07940669671718506,220839.20116657967,2760490.014582246
OBL00452,BBB,financials,west,639964.5193935647,4.990377419845695,0,0.0045000000000000005,0.55,1583.9121854990728,0.09259099086292491,59254.948967765675,740686.8620970709
OBL00453,B,energy,north,274951.05797999684,1.507592213802606,1,0.054,0.39999999999999997,5938.942852367931,0.10096645059943964,27760.832412801014,347010.40516001265
OBL00454,B,industrials,west,1969020.9423958203,1.3275999669425653,1,0.045,0.35,31012.07984273417,0.0813060475956025,160093.31045917267,2001166.3807396584
OBL00455,B,real_estate,north,5831023.231668419,3.6553619961102357,1,0.056249999999999994,0.3,98398.51703440456,0.09053794991418657,527928.8892972537,6599111.116215671
OBL00456,B,healthcare,north,1550364.5178802845,4.701129058820918,1,0.036,0.35,19534.59292529158,0.10091049008700435,156448.04331280172,1955600.5414100215
OBL00457,A,energy,north,651955.3534978722,4.307189767366548,1,0.0024,0.39999999999999997,625.8771393579573,0.04697040430825586,30622.60654472693,382782.5818090866
OBL00458,BBB,technology,north,2698652.3593223332,3.717290893621738,1,0.00425,0.35,4014.245384491971,0.048699124522061404,131422.0072883931,1642775.0911049137
OBL00459,BBB,real_estate,west,1616876.60469944,3.2484152619279842,1,0.00625,0.3,3031.64363381145,0.045771095708929,74006.21382322622,925077.6727903278
OBL00460,CCC,energy,north,1162051.2891885962,1.0612683426631633,0,0.144,0.6000000000000001,100401.23138589472,0.21645723518903123,251534.4092056129,3144180.1150701614
OBL00461,BBB,industrials,east,3760944.547656129,1.2489888581945636,1,0.005,0.35,6581.652958398226,0.034260191707648345,128850.68120453377,1610633.515056672
OBL00462,A,consumer,north,528218.3035568194,2.4790651011770937,1,0.0021000000000000003,0.35,388.2404531142623,0.02792289407546176,14749.383738937175,184367.2967367147
OBL00463,BB,energy,west,16699359.726995964,2.8957592520563087,1,0.018,0.39999999999999997,120235.39003437092,0.0828594304153053,1383699.4352791738,17296242.940989673
OBL00464,BB,financials,east,582251.4120093276,1.704832231319899,1,0.0135,0.35,2751.1379217440726,0.05722870041376933,33321.49162337598,416518.64529219974
OBL00465,BBB,industrials,north,2907362.1877668267,4.21839054817363,0,0.005,0.55,7995.246016358774,0.08760753586038166,254706.83712389992,3183835.464048749
OBL00466,BBB,healthcare,north,862876.9966763484,1.11024591107239,0,0.004,0.55,1898.3293926879664,0.046219599732368936,39881.82940464946,498522.8675581183
OBL00467,BBB,consumer,south,1234281.5678839246,2.9702683643898897,1,0.00525,0.35,2267.9923809867114,0.04771091079667164,58888.69778328594,736108.7222910742
OBL00468,B,industrials,north,5853818.541764387,2.8140073226690476,1,0.045,0.35,92197.6420327891,0.0924439532250811,541150.1274629794,6764376.593287243
OBL00469,BB,healthcare,east,3970985.81996392,4.528044276792476,0,0.012,0.55,26208.506411761875,0.1215259726247852,482577.91405034554,6032223.92562932
OBL00470,BB,consumer,south,686374.7137032058,3.726877464568076,0,0.01575,0.55,5945.72095745402,0.12016889874200928,82480.89347007615,1031011.1683759518
OBL00471,B,technology,west,1802243.6045530452,1.5449082359496131,1,0.03825,0.35,24127.53625595389,0.07845335680498014,141392.0605574936,1767400.7569686698
OBL00472,A,technology,south,401189.700424251,1.5199143308623366,1,0.0017,0.35,238.7078717524293,0.01961740606545139,7870.301262499328,98378.7657812416
OBL00473,A,financials,west,1774262.7937221564,1.9309506601739477,0,0.0018000000000000002,0.55,1756.5201657849352,0.03553104661128316,63041.414024407415,788017.6753050927
OBL00474,CCC,consumer,west,2913511.0535284495,3.907937995914642,0,0.126,0.55,201906.31600952154,0.22047503196442456,642356.4426553892,8029455.5331923645
OBL00475,BB,industrials,south,1724823.4118012183,4.202242310308401,0,0.015,0.55,14229.793147360051,0.12460166842219585,214915.87484409596,2686448.4355511996
OBL00476,BBB,real_estate,east,1600088.419963756,4.450903717119738,1,0.00625,0.3,3000.1657874320426,0.05351434783110719,85627.68826646716,1070346.1033308394
OBL00477,A,technology,north,3217151.7058076444,4.122016062643869,1,0.0017,0.35,1914.2052649555483,0.03384291803829968,108877.80149642412,1360972.5187053015
OBL00478,BBB,healthcare,north,1219411.5785731836,4.8590587081202266,0,0.004,0.55,2682.705472861004,0.08696312511909544,106043.84167913345,1325548.020989168
OBL00479,A,industrials,north,5433614.157274494,2.7289853001464364,0,0.002,0.55,5976.975573001943,0.04498919341643456,244453.91827189928,3055673.978398741
OBL00480,A,healthcare,north,666066.6056532548,2.0260605520562422,1,0.0016,0.35,372.99729916582265,0.021604613770069215,14390.11176027957,179876.3970034946
OBL00481,CCC,financials,north,4905063.591274585,1.0635936883820558,0,0.108,0.55,291360.7773217103,0.1780605827366617,873398.4814227351,10917481.01778419
OBL00482,BBB,healthcare,west,16540095.475339258,1.1213292000353032,1,0.004,0.35,23156.13366547496,0.029489127269890985,487752.9805284274,6096912.256605343
OBL00483,CCC,real_estate,east,3004861.4030387313,3.729522149187342,1,0.15,0.3,135218.7631367429,0.12533926541142856,376627.1209200292,4707839.011500365
OBL00484,BBB,financials,east,707461.5211096163,2.3317005777337005,1,0.0045000000000000005,0.35,1114.2518957476457,0.04006992978883368,28347.933479163803,354349.16848954756
OBL00485,BBB,technology,north,326412.4339970292,2.6080560806789803,1,0.00425,0.35,485.538495570581,0.04092641510204919,13358.89076823265,166986.13460290813
OBL00486,BBB,financials,east,1410146.0832229748,1.4677917333545216,1,0.0045000000000000005,0.35,2220.9800810761853,0.03394429909040394,47866.4204100823,598330.2551260287
OBL00487,BBB,technology,east,1377773.783769038,2.952622262327292,0,0.00425,0.55,3220.5462195601267,0.06810710321541934,93836.18129865672,1172952.266233209
OBL00488,A,financials,south,606226.410127675,4.94486498392976,0,0.0018000000000000002,0.55,600.1641460263984,0.06189961898456404,37525.18380528314,469064.7975660392
OBL00489,B,technology,west,1594782.2823374204,2.352515509531951,0,0.03825,0.55,33550.23226467348,0.13289556463760593,211939.49188528137,2649243.648566017
